shower,pdg,kinetic_energy,x,y,nx,ny,nz,time,weight,time_transformed,X_transformed,Y_transformed,Z_transformed,injection_height,zenith,azimuth,primary_pdg,primary_name,primary_total_energy,primary_kinetic_energy,primary_x,primary_y,primary_z,primary_nx,primary_ny,primary_nz,primary_time,plane,event_id
0.0,2212.0,1.15789794921875,295.5543518066406,-884.6417236328125,0.0359601266682148,-0.11305311322212219,-0.9929379820823669,2.318188467284272e-05,1.0,0.769033914710068,752.7237774795467,969.4477094380017,6386977.853829433,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-13.0,1.8403263092041016,162.19869995117188,1445.4052734375,0.015301893465220928,0.16590867936611176,-0.986022412776947,2.2216162890815476e-05,1.0,0.7345135750960436,865.7035723532754,-1361.6702413685327,6386972.618964008,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,1.121519923210144,104.72615814208984,-910.0606689453125,0.010708761401474476,-0.10657721757888794,-0.994246780872345,2.2549792781177125e-05,1.0,0.7464393878249409,560.4853235408547,974.601300888482,6386986.761107384,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,11.0,2.20236873626709,4.670826435089111,403.1535949707031,0.010846678167581558,0.052529871463775635,-0.9985604286193848,2.3777646175582994e-05,1.0,0.7903297887250289,599.4299752872668,-341.84194904688593,6386984.956625342,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,2.4799435138702393,-298.35101318359375,169.17544555664062,-0.03617354854941368,0.02114589512348175,-0.9991217851638794,2.2411680553871056e-05,1.0,0.7415024783752581,273.7731582740659,-141.12332851049968,6387000.04578012,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,2112.0,7.0207719802856445,-35.449493408203125,-573.806396484375,-0.017919622361660004,-0.06328655779361725,-0.9978345036506653,2.2507186759107423e-05,1.0,0.74491640845467,456.6620600637798,625.4398237659005,6386991.571709252,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,2.7311785221099854,193.0790252685547,-776.6422729492188,0.037093013525009155,-0.11173427104949951,-0.9930456280708313,2.249138972312111e-05,1.0,0.7443517333512487,662.305831402521,851.243998659705,6386982.043302252,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,13.0,4.410528659820557,-200.08985900878906,-916.2922973632812,-0.030171625316143036,-0.10622155666351318,-0.9938846230506897,2.2476037607527918e-05,1.0,0.7438029622103945,257.03731824920266,948.6540733838837,6387000.821227362,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-2112.0,13.166617393493652,145.85218811035156,14.675890922546387,0.019535841420292854,0.00243426114320755,-0.9998061656951904,2.2271086840614646e-05,1.0,0.7364768666312422,698.7509947328612,59.35782686053643,6386980.354632825,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,13.0,23.605409622192383,-21.446212768554688,107.1120834350586,-0.002335611032322049,0.014295150525867939,-0.9998950958251953,2.1538057310655726e-05,1.0,0.7102742596359113,542.3010506393931,-50.20526509286411,6386987.603667079,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-13.0,12.532057762145996,117.22501373291016,-237.710693359375,0.015299526043236256,-0.029908163473010063,-0.999435544013977,2.183363654901544e-05,1.0,0.7208399275963179,643.7272649959932,307.3182919783642,6386982.904131349,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,13.0,12.551735877990723,111.95072937011719,159.66778564453125,0.011250097304582596,0.019779536873102188,-0.9997410774230957,2.2041244630228514e-05,1.0,0.7282610105660391,680.348303343754,-88.4006663851008,6386981.207312837,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-13.0,24.326839447021484,92.8517074584961,2.725191831588745,0.011860703118145466,-0.00012999649334233254,-0.999929666519165,2.1731581055970546e-05,1.0,0.7171918890566973,644.8436207694126,65.65277101905214,6386982.852405532,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,13.0,1.6547263860702515,-1511.2354736328125,570.0418090820312,-0.19177590310573578,0.08367664366960526,-0.9778651595115662,2.1895498132140357e-05,1.0,0.7230512092493531,-888.8281277673408,-667.6582100139373,6387053.914361505,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-13.0,2.21211838722229,-413.3816833496094,891.2824096679688,-0.0559946745634079,0.09862609952688217,-0.9935479164123535,2.1686860241075153e-05,1.0,0.715593315071171,235.5740277217094,-871.3344051445598,6387001.81571879,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-11.0,1.1744904518127441,8.93397331237793,16.672693252563477,0.016111714765429497,0.01569993980228901,-0.9997469186782837,2.3873780082316024e-05,1.0,0.7937661563938628,562.9524779720475,42.93356646474873,6386986.646792949,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,22.0,3.5859315395355225,-1.900010108947754,-0.3136610686779022,-0.00033088651252910495,-8.860781963448972e-05,-0.9999999403953552,2.2695222940250305e-05,1.0,0.7516378814022413,550.4010877176215,58.68271937412447,6386987.228355687,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
0.0,-11.0,24.012601852416992,-0.8044590353965759,-0.12807026505470276,-0.00021326186833903193,-0.0008403243264183402,-0.9999996423721313,2.2735888651936317e-05,1.0,0.7530915031431741,551.508912948809,58.61369378444408,6386987.177025128,4000.0,2.6528754873481395,6.053331840250282,211.0,PiPlus,143313.11497708265,143312.97540668264,1.9326762412674725e-11,7.105427357601002e-15,12000.000000000413,0.0,-8.673617379884035e-19,-1.0,0.0,0.0,33619162.0
